Age,Gender,Education Level,Job Title,Years of Experience,Salary
39,Female,Master's,Sales Associate,6,55960
47,Male,PhD,Senior Manager,18,157622
35,Male,Bachelor's,Senior Manager,6,79200
47,Female,Master's,Senior Manager,8,99435
28,Male,Master's,Senior Manager,19,159902
40,Male,Master's,Senior Manager,16,147149
32,Female,PhD,Senior Manager,21,168646
57,Male,Bachelor's,Director,16,137106
53,Male,Bachelor's,Data Analyst,14,137193
41,Female,Master's,Sales Associate,2,48923
39,Male,PhD,Software Engineer,9,103148
54,Female,Bachelor's,Senior Manager,7,77217
48,Male,Master's,Data Analyst,6,86453
48,Female,Bachelor's,Senior Manager,24,193426
43,Male,Bachelor's,Software Engineer,10,97590
55,Female,PhD,Sales Associate,22,178931
29,Female,Master's,Software Engineer,16,133097
55,Male,Master's,Sales Associate,20,161634
42,Female,Master's,Software Engineer,13,118170
46,Female,PhD,Director,14,140127
59,Male,Bachelor's,Director,12,118076
38,Male,Master's,Data Analyst,5,70968
47,Female,Bachelor's,Senior Manager,18,154905
42,Female,Bachelor's,Director,7,76205
57,Male,Master's,Senior Manager,1,35315
41,Female,Bachelor's,Data Analyst,16,139171
32,Male,Master's,Sales Associate,4,60154
40,Male,Master's,Software Engineer,24,197510
57,Female,Master's,Sales Associate,24,192249
41,Female,Bachelor's,Sales Associate,23,179658
28,Male,Master's,Senior Manager,9,100995
43,Female,Master's,Sales Associate,0,26140
37,Male,PhD,Director,23,176883
47,Male,Bachelor's,Director,11,112909
31,Male,PhD,Sales Associate,24,192460
34,Female,Master's,Director,24,189581
42,Male,Bachelor's,Software Engineer,21,166576
26,Female,PhD,Director,7,82240
30,Male,Master's,Senior Manager,10,100920
52,Male,Master's,Sales Associate,21,168803
58,Male,PhD,Data Analyst,8,88079
59,Female,PhD,Director,4,68453
58,Female,Bachelor's,Director,14,130224
58,Female,Master's,Director,23,189673
53,Male,Bachelor's,Software Engineer,17,149126
50,Female,PhD,Data Analyst,14,126006
31,Male,Master's,Director,2,44059
39,Male,Bachelor's,Director,15,143812
37,Female,Bachelor's,Software Engineer,25,193708
50,Male,PhD,Software Engineer,4,54104
40,Male,Bachelor's,Director,13,120200
36,Male,Bachelor's,Director,22,172063
53,Female,Master's,Director,19,165042
50,Male,PhD,Director,17,150437
36,Female,Bachelor's,Data Analyst,18,149668
38,Male,Bachelor's,Sales Associate,9,95851
56,Female,Master's,Sales Associate,7,81014
50,Male,PhD,Senior Manager,20,170070
48,Female,Master's,Software Engineer,20,165194
49,Female,PhD,Sales Associate,22,177556
26,Female,PhD,Director,23,183267
43,Female,Master's,Director,13,130839
33,Male,Bachelor's,Data Analyst,13,129470
25,Male,Master's,Software Engineer,20,170802
50,Male,Master's,Sales Associate,16,143664
34,Male,PhD,Data Analyst,18,156261
34,Male,Master's,Data Analyst,20,170348
46,Female,PhD,Software Engineer,22,177878
47,Male,Master's,Director,8,83389
40,Female,PhD,Director,9,88774
43,Male,Master's,Software Engineer,2,45652
54,Female,Bachelor's,Data Analyst,14,130077
26,Female,PhD,Director,1,32169
24,Male,Master's,Software Engineer,12,109829
47,Male,Bachelor's,Director,14,122520
45,Female,Master's,Data Analyst,7,85658
29,Male,PhD,Director,15,119494
42,Female,Bachelor's,Sales Associate,1,36754
50,Male,Master's,Senior Manager,1,33787
50,Male,Bachelor's,Software Engineer,21,177663
45,Female,Bachelor's,Sales Associate,9,96908
27,Male,PhD,Software Engineer,3,43959
34,Female,Master's,Director,13,114022
37,Male,Master's,Senior Manager,19,156919
52,Female,PhD,Data Analyst,5,70711
43,Male,PhD,Data Analyst,16,131235
50,Male,Bachelor's,Software Engineer,2,45123
57,Male,Master's,Director,1,41503
46,Male,PhD,Data Analyst,13,122253
31,Female,PhD,Senior Manager,14,121988
27,Male,Bachelor's,Senior Manager,16,131363
22,Male,Master's,Sales Associate,18,163513
29,Female,PhD,Data Analyst,24,201385
32,Male,Bachelor's,Director,13,128489
32,Female,PhD,Senior Manager,8,87567
47,Female,Bachelor's,Data Analyst,20,166133
28,Male,PhD,Sales Associate,7,82953
39,Female,Master's,Sales Associate,11,110036
22,Female,PhD,Data Analyst,2,27650
32,Female,Master's,Software Engineer,1,37384
24,Male,Bachelor's,Data Analyst,24,196528
49,Male,Bachelor's,Senior Manager,21,177780
35,Female,PhD,Data Analyst,17,153578
40,Female,Master's,Data Analyst,10,108910
51,Male,PhD,Senior Manager,4,54355
55,Female,Bachelor's,Sales Associate,4,57761
42,Male,PhD,Director,6,72410
47,Female,Master's,Senior Manager,14,135102
50,Male,Master's,Sales Associate,18,155116
33,Female,Master's,Data Analyst,17,144926
49,Male,Bachelor's,Director,7,76093
47,Female,Master's,Sales Associate,24,184059
39,Male,Bachelor's,Director,18,152125
35,Female,Bachelor's,Data Analyst,14,132415
59,Male,PhD,Data Analyst,15,140999
59,Male,PhD,Data Analyst,10,107215
48,Male,Master's,Senior Manager,6,79247
37,Female,Bachelor's,Data Analyst,9,90802
51,Female,Bachelor's,Senior Manager,19,151580
48,Female,PhD,Software Engineer,0,34034
43,Female,Bachelor's,Senior Manager,3,50232
27,Male,Bachelor's,Director,1,41038
58,Female,Bachelor's,Software Engineer,1,37964
31,Male,PhD,Software Engineer,21,174891
37,Female,PhD,Data Analyst,18,153535
35,Male,Master's,Director,12,122353
28,Female,Master's,Sales Associate,2,45543
23,Female,Bachelor's,Software Engineer,12,121938
57,Female,Bachelor's,Director,12,116734
50,Male,Master's,Sales Associate,4,53028
23,Female,Bachelor's,Sales Associate,11,101853
48,Female,Master's,Sales Associate,10,102104
27,Female,Master's,Senior Manager,15,136184
50,Male,PhD,Data Analyst,16,136996
41,Male,Master's,Software Engineer,1,42090
59,Female,Bachelor's,Software Engineer,9,90642
38,Female,Master's,Software Engineer,16,139281
50,Female,Master's,Data Analyst,13,115819
24,Male,Master's,Sales Associate,21,182821
58,Female,Bachelor's,Director,16,158072
43,Male,PhD,Data Analyst,4,57904
34,Male,Master's,Data Analyst,2,45935
27,Female,Master's,Senior Manager,16,149259
46,Female,PhD,Sales Associate,1,37517
50,Male,Master's,Sales Associate,15,137775
25,Female,Bachelor's,Software Engineer,24,178456
28,Male,PhD,Data Analyst,14,138026
37,Female,Bachelor's,Sales Associate,10,102293
54,Female,PhD,Data Analyst,16,141903
59,Male,Master's,Sales Associate,11,112211
50,Male,Bachelor's,Sales Associate,14,128540
22,Male,Master's,Director,24,186222
56,Male,Master's,Software Engineer,10,98360
23,Male,Bachelor's,Software Engineer,24,185343
56,Female,Bachelor's,Sales Associate,23,184964
38,Male,Bachelor's,Software Engineer,5,64841
50,Female,Master's,Sales Associate,2,37491
25,Female,Master's,Director,3,48052
28,Female,Bachelor's,Data Analyst,0,31592
39,Female,Master's,Software Engineer,2,48866
23,Male,Bachelor's,Sales Associate,17,149148
37,Female,Master's,Data Analyst,2,44897
51,Male,Bachelor's,Sales Associate,8,86871
47,Male,Master's,Software Engineer,21,172714
35,Male,PhD,Data Analyst,1,33769
22,Male,Bachelor's,Sales Associate,20,171196
32,Male,Bachelor's,Director,7,87590
51,Female,Bachelor's,Software Engineer,3,56155
35,Female,Bachelor's,Director,17,151217
36,Male,Bachelor's,Senior Manager,16,133716
25,Female,Master's,Software Engineer,22,181855
45,Female,Master's,Director,18,159975
46,Male,PhD,Data Analyst,20,168719
38,Female,PhD,Data Analyst,7,85431
51,Male,PhD,Sales Associate,4,60358
55,Female,PhD,Data Analyst,19,151727
51,Female,Master's,Sales Associate,20,163760
43,Male,Master's,Director,25,179771
58,Female,PhD,Director,10,106974
37,Female,PhD,Senior Manager,9,97332
47,Male,Master's,Data Analyst,19,167899
44,Female,Bachelor's,Software Engineer,9,95905
54,Male,Master's,Software Engineer,23,183546
41,Female,Bachelor's,Senior Manager,21,171564
43,Female,Bachelor's,Senior Manager,11,103648
39,Male,Master's,Data Analyst,19,169317
27,Male,Master's,Software Engineer,19,159541
56,Female,Master's,Software Engineer,3,46649
55,Male,PhD,Software Engineer,23,183473
49,Male,PhD,Sales Associate,13,112611
35,Female,Master's,Data Analyst,21,169040
35,Female,Master's,Senior Manager,8,84146
23,Female,Master's,Software Engineer,22,175685
25,Female,PhD,Director,10,99367
42,Female,Bachelor's,Director,0,30146
24,Male,Master's,Sales Associate,23,176143
26,Female,PhD,Senior Manager,2,43897
32,Female,Master's,Sales Associate,8,88697
36,Female,Master's,Sales Associate,24,190947
41,Female,PhD,Senior Manager,24,187401
34,Female,PhD,Software Engineer,14,133463
58,Female,Bachelor's,Data Analyst,16,139467
58,Male,PhD,Software Engineer,11,117334
24,Female,Bachelor's,Sales Associate,7,86313
59,Male,Bachelor's,Senior Manager,8,86616
29,Male,Bachelor's,Data Analyst,17,145181
35,Male,Bachelor's,Software Engineer,19,161931
54,Female,PhD,Sales Associate,20,163239
48,Male,Master's,Software Engineer,20,155921
24,Female,Bachelor's,Senior Manager,2,47188
51,Female,Master's,Senior Manager,12,116809
47,Female,Master's,Data Analyst,1,42544
58,Female,Master's,Director,14,128099
57,Male,Bachelor's,Sales Associate,11,112972
59,Female,Bachelor's,Director,22,192496
39,Male,Master's,Data Analyst,9,100344
49,Female,Bachelor's,Senior Manager,3,48951
59,Female,PhD,Sales Associate,4,57786
22,Male,PhD,Software Engineer,19,161940
52,Female,Bachelor's,Director,15,140394
24,Female,Master's,Software Engineer,3,39792
60,Male,Bachelor's,Software Engineer,2,49602
23,Female,PhD,Senior Manager,18,140564
43,Male,Master's,Director,2,42034
42,Female,Master's,Software Engineer,21,161567
34,Female,PhD,Senior Manager,18,149389
50,Female,Bachelor's,Software Engineer,2,44842
32,Female,Bachelor's,Director,2,48815
33,Female,Master's,Director,25,198839
29,Male,Master's,Senior Manager,9,97093
49,Female,PhD,Sales Associate,9,102373
28,Female,Bachelor's,Data Analyst,20,168701
56,Female,PhD,Director,24,184737
33,Female,Bachelor's,Sales Associate,25,195508
42,Female,Bachelor's,Director,19,155534
40,Female,Bachelor's,Software Engineer,9,97742
49,Male,Bachelor's,Software Engineer,2,41819
31,Male,Bachelor's,Software Engineer,19,155955
54,Male,Bachelor's,Software Engineer,14,131002
50,Male,PhD,Senior Manager,11,107483
35,Male,Bachelor's,Sales Associate,23,188308
27,Male,Bachelor's,Software Engineer,3,40233
41,Male,Bachelor's,Director,12,114857
59,Female,PhD,Software Engineer,0,35652
23,Male,Bachelor's,Software Engineer,12,117020
54,Male,Master's,Software Engineer,1,42520
49,Female,Master's,Senior Manager,3,58300
29,Female,Bachelor's,Data Analyst,3,46971
40,Male,Master's,Senior Manager,16,139666
46,Male,Bachelor's,Director,19,163288
48,Female,Master's,Software Engineer,15,136598
57,Male,PhD,Data Analyst,24,189741
55,Female,Master's,Sales Associate,9,97396
34,Male,Bachelor's,Sales Associate,7,77378
27,Female,Master's,Software Engineer,22,185050
26,Male,Bachelor's,Director,6,80965
59,Female,PhD,Software Engineer,24,196098
58,Male,Bachelor's,Sales Associate,0,33436
53,Male,Bachelor's,Sales Associate,24,194380
59,Female,Bachelor's,Senior Manager,1,37968
32,Female,PhD,Sales Associate,22,171579
53,Female,Bachelor's,Data Analyst,13,121908
41,Male,Bachelor's,Director,25,198690
52,Male,Bachelor's,Sales Associate,2,38087
45,Female,PhD,Sales Associate,14,129384
54,Female,Bachelor's,Senior Manager,24,197136
37,Female,PhD,Sales Associate,13,129387
60,Female,PhD,Senior Manager,16,145525
30,Female,PhD,Senior Manager,17,152700
48,Male,Bachelor's,Senior Manager,11,115958
52,Female,PhD,Software Engineer,16,139339
44,Male,Master's,Director,15,142098
33,Female,Master's,Director,23,173864
43,Male,Master's,Software Engineer,1,37104
41,Male,PhD,Software Engineer,7,79014
29,Female,PhD,Data Analyst,24,192150
51,Male,Bachelor's,Data Analyst,22,178569
32,Female,PhD,Senior Manager,11,124250
54,Male,Bachelor's,Software Engineer,16,143937
30,Male,Bachelor's,Director,7,75725
41,Female,Bachelor's,Software Engineer,5,50881
48,Female,Bachelor's,Software Engineer,12,107839
60,Male,Master's,Software Engineer,9,97173
32,Male,PhD,Director,15,132160
46,Female,Master's,Director,2,40221
28,Female,Master's,Sales Associate,24,188434
53,Female,PhD,Software Engineer,25,197819
55,Male,Bachelor's,Data Analyst,17,150000
56,Male,Master's,Director,13,123502
58,Female,Bachelor's,Director,8,91511
36,Male,Master's,Sales Associate,20,176971
47,Female,Master's,Software Engineer,17,143997
34,Male,Bachelor's,Director,4,65291
53,Male,PhD,Data Analyst,23,182650
38,Female,Master's,Director,21,175040
43,Male,Bachelor's,Senior Manager,24,191931
27,Female,Master's,Data Analyst,18,156005
54,Female,PhD,Director,15,138593
40,Male,Master's,Software Engineer,10,109071
46,Male,PhD,Senior Manager,23,180789
47,Female,Bachelor's,Senior Manager,22,171078
32,Female,Bachelor's,Sales Associate,1,47124
52,Male,Bachelor's,Software Engineer,1,38833
54,Male,PhD,Director,9,103406
42,Female,Bachelor's,Sales Associate,20,167901
56,Female,PhD,Sales Associate,25,185621
28,Female,PhD,Software Engineer,4,54433
38,Male,PhD,Director,15,137224
24,Female,Master's,Data Analyst,10,104976
37,Male,Bachelor's,Data Analyst,24,193577
60,Female,PhD,Software Engineer,21,175599
40,Female,Bachelor's,Software Engineer,21,171908
38,Female,PhD,Data Analyst,12,117627
48,Female,PhD,Director,10,100591
24,Female,Bachelor's,Senior Manager,7,80615
35,Female,Master's,Director,1,37766
42,Male,PhD,Sales Associate,22,183826
40,Female,PhD,Data Analyst,20,154750
46,Male,Master's,Sales Associate,25,194751
27,Male,PhD,Data Analyst,25,196337
37,Male,Master's,Software Engineer,14,119598
46,Male,Bachelor's,Senior Manager,19,166182
33,Male,Bachelor's,Director,24,187295
45,Male,Bachelor's,Senior Manager,21,169645
58,Male,PhD,Director,6,80314
57,Male,Master's,Senior Manager,11,107567
50,Female,Master's,Sales Associate,3,57069
29,Male,Master's,Sales Associate,24,190176
52,Female,PhD,Sales Associate,15,135068
39,Male,Bachelor's,Senior Manager,6,66721
58,Male,PhD,Data Analyst,17,143962
45,Female,Master's,Data Analyst,15,143436
30,Male,Master's,Data Analyst,9,100983
34,Male,PhD,Sales Associate,3,53504
34,Female,Master's,Data Analyst,17,147363
32,Male,Master's,Director,13,126522
51,Female,Bachelor's,Software Engineer,19,164562
35,Male,Master's,Director,13,120024
29,Male,Bachelor's,Software Engineer,21,170203
45,Male,PhD,Sales Associate,14,126719
40,Male,Master's,Data Analyst,14,126596
23,Male,Master's,Data Analyst,22,178966
33,Male,Master's,Senior Manager,10,111200
23,Male,PhD,Data Analyst,3,55355
51,Male,Master's,Data Analyst,1,40819
58,Female,PhD,Director,19,160391
41,Male,Bachelor's,Director,16,138548
43,Female,Master's,Software Engineer,18,144997
54,Female,Master's,Senior Manager,5,72055
23,Male,PhD,Data Analyst,3,51126
28,Male,PhD,Sales Associate,0,26344
47,Female,Master's,Data Analyst,9,88810
50,Male,Master's,Senior Manager,15,136261
46,Female,PhD,Data Analyst,10,98319
58,Male,Master's,Software Engineer,11,117279
37,Female,PhD,Software Engineer,23,187839
43,Female,Bachelor's,Software Engineer,9,90791
58,Male,PhD,Director,13,110133
56,Male,Master's,Director,20,165272
23,Male,Master's,Sales Associate,10,100409
35,Female,Master's,Sales Associate,16,144121
50,Female,PhD,Software Engineer,22,176325
22,Female,Bachelor's,Software Engineer,24,194369
55,Female,Master's,Sales Associate,4,58914
41,Female,PhD,Data Analyst,23,179027
25,Female,Bachelor's,Sales Associate,12,114603
39,Female,Master's,Sales Associate,6,74950
41,Female,Bachelor's,Sales Associate,11,111910
36,Male,Bachelor's,Sales Associate,25,191476
39,Female,PhD,Director,12,122015
56,Female,Bachelor's,Software Engineer,8,92501
34,Male,Bachelor's,Software Engineer,16,139371
59,Female,Master's,Sales Associate,6,77208
48,Male,Bachelor's,Software Engineer,2,36869
56,Male,PhD,Sales Associate,3,56468
30,Male,Bachelor's,Senior Manager,3,57158
41,Female,PhD,Senior Manager,4,58744
43,Female,Master's,Data Analyst,3,57504
25,Female,Master's,Sales Associate,16,145951
41,Female,Master's,Data Analyst,5,68276
55,Female,Master's,Data Analyst,9,96711
24,Male,Bachelor's,Director,22,187234
46,Male,Bachelor's,Sales Associate,12,107407
60,Male,Master's,Software Engineer,17,147541
42,Female,Bachelor's,Senior Manager,4,61006
34,Male,PhD,Software Engineer,5,65754
44,Male,PhD,Software Engineer,1,40366
43,Male,Master's,Sales Associate,4,61241
26,Female,Bachelor's,Sales Associate,7,81381
30,Female,Bachelor's,Data Analyst,4,64455
47,Male,Bachelor's,Director,2,37690
45,Male,Master's,Software Engineer,3,59171
35,Female,PhD,Software Engineer,12,112508
59,Male,Bachelor's,Data Analyst,5,75006
47,Male,PhD,Senior Manager,9,92024
31,Male,PhD,Data Analyst,13,115674
40,Female,Master's,Sales Associate,17,149311
49,Female,Master's,Sales Associate,1,35734
48,Female,Master's,Senior Manager,20,164491
31,Male,Master's,Director,16,136578
47,Female,Bachelor's,Data Analyst,2,45726
35,Female,Master's,Director,22,185124
39,Male,PhD,Data Analyst,23,192902
47,Female,PhD,Data Analyst,2,38368
44,Female,Bachelor's,Data Analyst,7,75230
49,Female,Bachelor's,Sales Associate,20,166723
37,Male,Bachelor's,Director,19,167902
51,Male,Master's,Sales Associate,5,68678
23,Male,PhD,Software Engineer,5,70111
29,Female,Bachelor's,Director,9,95055
59,Male,PhD,Software Engineer,12,121618
25,Male,PhD,Software Engineer,15,150371
47,Male,Bachelor's,Data Analyst,9,96402
57,Male,Master's,Software Engineer,12,103480
55,Male,PhD,Senior Manager,19,154094
57,Male,PhD,Director,1,35348
59,Female,Master's,Sales Associate,6,75378
36,Female,Master's,Sales Associate,18,160807
35,Male,Bachelor's,Sales Associate,22,178013
27,Male,Master's,Sales Associate,13,120746
30,Male,PhD,Data Analyst,13,121781
47,Female,Bachelor's,Software Engineer,3,52693
35,Female,Master's,Software Engineer,11,106448
35,Female,Master's,Software Engineer,13,123928
47,Male,Bachelor's,Sales Associate,6,66706
26,Female,PhD,Data Analyst,7,76591
24,Male,Master's,Software Engineer,9,106902
53,Male,PhD,Software Engineer,1,40625
52,Male,Bachelor's,Sales Associate,8,92162
